sample_id,label,stage,status,max_abs_diff,mean_abs_diff,cosine_similarity
sample_0027,silence,mel,PASS,1.430511474609375e-06,2.5827658322272652e-08,0.9999999999999899
sample_0027,silence,log,PASS,6.67572021484375e-06,1.6908547472171853e-07,0.9999999999999958
sample_0027,silence,normalize,PASS,1.430511474609375e-06,3.5547375296343964e-08,0.9999999999999976
sample_0028,silence,fft,PASS,0.001953125,1.9040597914340075e-06,0.9999999999999898
sample_0028,silence,mel,PASS,0.0003662109375,2.4456830492409148e-06,0.9999999999999888
sample_0028,silence,log,PASS,5.4836273193359375e-06,1.6851404190206403e-07,0.9999999999999941
sample_0028,silence,normalize,PASS,1.0728836059570312e-06,3.5132069398861123e-08,0.9999999999999988
sample_0029,silence,fft,PASS,2.980232238769531e-07,9.665855377882596e-09,0.9999999999999831
sample_0029,silence,mel,PASS,2.384185791015625e-07,1.8728765143899443e-08,0.9999999999999921
sample_0029,silence,log,PASS,3.814697265625e-06,1.3611058267709422e-07,0.9999999999999972
sample_0029,silence,normalize,PASS,7.897615432739258e-07,2.7853230217305742e-08,0.9999999999999987
sample_0030,silence,fft,PASS,4.76837158203125e-07,3.800423973113331e-09,0.9999999999999865
sample_0030,silence,mel,PASS,4.76837158203125e-07,7.393915024799258e-09,0.9999999999999907
sample_0030,silence,log,PASS,4.76837158203125e-06,1.381676976043399e-07,0.9999999999999983
sample_0030,silence,normalize,PASS,9.98377799987793e-07,2.8222863271943117e-08,0.9999999999999978
sample_0031,silence,fft,PASS,5.960464477539063e-08,4.542042370453966e-10,0.9999999999999902
sample_0031,silence,mel,PASS,5.960464477539063e-08,1.2293616246007322e-09,0.999999999999989
sample_0031,silence,log,PASS,6.67572021484375e-06,2.664320244647489e-07,1.0
sample_0031,silence,normalize,PASS,1.4007091522216797e-06,5.527068302705296e-08,0.99999999999997
sample_0032,silence,fft,PASS,9.5367431640625e-06,5.072933871211755e-07,0.9999999999999805
sample_0032,silence,mel,PASS,1.52587890625e-05,8.549101075554027e-07,0.9999999999999939
sample_0032,silence,log,PASS,6.198883056640625e-06,1.4322819816418878e-07,0.9999999999999942
sample_0032,silence,normalize,PASS,1.3113021850585938e-06,2.868196899347966e-08,0.9999999999999994
sample_0033,silence,fft,PASS,2.384185791015625e-07,1.6116538434093912e-09,0.9999999999999895
sample_0033,silence,mel,PASS,1.7881393432617188e-07,3.930886753614056e-09,0.9999999999999922
sample_0033,silence,log,PASS,2.384185791015625e-06,2.2325245778786368e-07,0.9999999999999989
sample_0033,silence,normalize,PASS,4.954636096954346e-07,4.6360233988374295e-08,0.9999999999999909
sample_0034,silence,fft,PASS,4.470348358154297e-08,7.449994807665023e-10,0.999999999999987
sample_0034,silence,mel,PASS,4.470348358154297e-08,1.616425776507774e-09,0.9999999999999917
sample_0034,silence,log,PASS,1.1444091796875e-05,1.8288962321706336e-07,0.9999999999999981
sample_0034,silence,normalize,PASS,2.2649765014648438e-06,3.769618710030405e-08,0.9999999999999868
sample_0035,silence,fft,PASS,9.5367431640625e-07,2.581806406996893e-08,0.9999999999999838
sample_0035,silence,mel,PASS,1.430511474609375e-06,4.6831263883330683e-08,0.9999999999999936
sample_0035,silence,log,PASS,1.52587890625e-05,1.6369119861121705e-07,0.9999999999999903
sample_0035,silence,normalize,PASS,3.159046173095703e-06,3.375442805792214e-08,0.9999999999999987
sample_0036,silence,fft,PASS,1.52587890625e-05,7.017019487414399e-07,0.9999999999999798
sample_0036,silence,mel,PASS,1.9073486328125e-05,1.1890922473642126e-06,0.9999999999999944
sample_0036,silence,log,PASS,4.76837158203125e-06,1.4447070300028114e-07,0.9999999999999964
sample_0036,silence,normalize,PASS,9.834766387939453e-07,2.9000094031343364e-08,0.9999999999999997
sample_0037,silence,fft,PASS,3.5762786865234375e-07,3.983983983427175e-09,0.9999999999999887
sample_0037,silence,mel,PASS,3.5762786865234375e-07,9.181574699654772e-09,0.9999999999999919
sample_0037,silence,log,PASS,2.384185791015625e-06,1.7449164630252738e-07,0.9999999999999994
sample_0037,silence,normalize,PASS,4.954636096954346e-07,3.575492018630894e-08,0.9999999999999962
sample_0038,silence,fft,PASS,3.814697265625e-05,2.6007704302133844e-06,0.9999999999999813
sample_0038,silence,mel,PASS,6.103515625e-05,4.3188499535738245e-06,0.9999999999999947
